Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Relationship with Student,Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
61,68,19,16,13,D,19,Female,Engaged,0,College,Master's Degree,Mother,No,0,Good,Watching TV,Low,2,Yes
96,83,14,13,25,C,18,Male,Married,3,Doctorate,Doctorate,Aunty,No,6,Good,Watching TV,Moderate,3,No
79,95,20,12,29,B,23,Male,Engaged,0,College,College,Uncle,No,9,Good,Reading,Moderate,2,Yes
89,77,8,9,45,B,21,Male,Single,0,High School,College,Mother,No,2,Average,Watching TV,Moderate,1,Yes
84,78,23,9,45,A,25,Male,Single,0,Doctorate,College,Mother,Yes,1,Average,Watching TV,Moderate,4,No
96,84,25,13,46,A,19,Male,Engaged,0,College,Bachelor's Degree,Father,No,5,Good,Watching TV,High,3,Yes
61,66,21,11,10,D,24,Male,Single,0,Doctorate,Doctorate,Father,No,9,Good,Reading,Moderate,0,No
68,61,16,15,11,D,19,Female,Married,2,Doctorate,High School,Mother,No,0,Good,Sports,Low,7,No
66,75,13,9,26,D,24,Female,Single,0,Doctorate,High School,Aunty,No,4,Average,Reading,Moderate,6,Yes
89,96,11,24,33,B,18,Female,Single,0,Bachelor's Degree,College,Brother,Yes,6,Poor,Watching TV,Moderate,5,No
98,95,13,12,46,A,19,Male,Single,0,College,High School,Sister,Yes,3,Average,Watching TV,Low,0,No
62,73,12,14,13,E,24,Male,Engaged,0,Master's Degree,College,Sister,No,1,Average,Sports,High,3,Yes
66,74,10,20,15,D,19,Female,Single,0,Doctorate,Doctorate,Sister,Yes,9,Poor,Sports,Low,1,No
86,87,10,25,35,A,21,Female,Engaged,0,Master's Degree,Doctorate,Mother,Yes,0,Poor,Reading,Moderate,7,Yes
99,78,23,17,37,A,18,Male,Married,5,Bachelor's Degree,Bachelor's Degree,Father,No,4,Average,Socializing,Low,1,Yes
84,85,22,13,48,A,19,Female,Married,0,Bachelor's Degree,Master's Degree,Father,Yes,6,Average,Socializing,High,7,Yes
62,74,13,10,26,D,25,Female,Single,0,College,Doctorate,Aunty,No,2,Good,Watching TV,High,2,Yes
92,82,18,14,39,A,19,Male,Engaged,0,Doctorate,College,Uncle,No,5,Poor,Watching TV,Low,3,Yes
84,83,24,14,39,A,22,Male,Engaged,0,College,Master's Degree,Aunty,No,9,Good,Reading,Low,1,No
65,62,10,8,17,E,18,Male,Married,4,Master's Degree,Master's Degree,Brother,No,5,Average,Socializing,Moderate,6,Yes
77,97,17,17,23,C,20,Female,Single,0,College,High School,Brother,Yes,8,Average,Socializing,Moderate,5,No
67,67,20,16,13,D,24,Female,Engaged,0,Master's Degree,Bachelor's Degree,Sister,No,9,Average,Reading,Low,2,No
81,95,12,25,16,C,19,Male,Single,0,Doctorate,Doctorate,Aunty,Yes,0,Good,Socializing,High,0,No
84,75,22,18,18,C,24,Male,Married,2,College,Master's Degree,Sister,No,4,Average,Sports,High,7,No
65,72,15,21,10,D,20,Female,Single,0,College,Doctorate,Father,Yes,1,Good,Watching TV,Moderate,7,No
79,92,16,25,44,A,21,Female,Married,2,College,Master's Degree,Uncle,No,0,Good,Watching TV,Moderate,3,No
86,91,17,22,50,A,20,Male,Single,0,Master's Degree,High School,Mother,Yes,9,Average,Reading,Low,6,No
76,78,17,14,41,A,21,Male,Engaged,0,Master's Degree,Doctorate,Aunty,No,5,Good,Socializing,Moderate,7,No
96,88,22,16,38,A,20,Male,Single,0,Master's Degree,Bachelor's Degree,Aunty,No,9,Average,Watching TV,High,6,Yes
99,81,12,22,44,A,21,Male,Engaged,0,Doctorate,High School,Brother,No,9,Poor,Socializing,Moderate,5,No
61,74,12,22,12,D,19,Female,Engaged,0,Doctorate,Bachelor's Degree,Father,Yes,3,Average,Reading,Moderate,4,Yes
96,81,14,20,28,B,18,Female,Married,3,Bachelor's Degree,Master's Degree,Aunty,Yes,5,Good,Watching TV,Moderate,4,Yes
86,92,18,18,15,C,19,Male,Engaged,0,High School,Bachelor's Degree,Sister,Yes,5,Poor,Sports,Moderate,6,Yes
96,96,18,11,40,B,21,Female,Married,0,College,College,Uncle,No,5,Average,Watching TV,Moderate,2,Yes
79,86,24,16,39,A,18,Female,Engaged,0,Doctorate,Bachelor's Degree,Aunty,No,3,Poor,Socializing,High,2,Yes
76,94,16,23,38,A,25,Male,Single,0,College,Doctorate,Father,No,3,Poor,Reading,Moderate,3,Yes
78,91,9,14,27,C,21,Male,Engaged,0,High School,Doctorate,Mother,Yes,5,Average,Watching TV,High,2,Yes
81,95,12,12,26,C,18,Male,Single,0,Master's Degree,Bachelor's Degree,Brother,No,8,Average,Reading,Low,5,Yes
69,63,18,20,8,D,24,Female,Single,0,Doctorate,Doctorate,Father,Yes,0,Poor,Watching TV,Moderate,0,Yes
99,80,18,9,39,B,18,Female,Single,0,Bachelor's Degree,College,Brother,No,7,Good,Reading,High,4,Yes
82,80,16,9,39,B,24,Female,Single,0,Bachelor's Degree,Master's Degree,Uncle,Yes,7,Average,Sports,Moderate,3,No
94,99,22,13,44,A,20,Female,Engaged,0,Bachelor's Degree,College,Mother,Yes,2,Average,Socializing,High,4,Yes
92,76,24,8,49,A,23,Female,Married,4,High School,Master's Degree,Aunty,No,7,Poor,Sports,Moderate,4,Yes
89,89,19,13,24,C,20,Male,Married,4,Bachelor's Degree,High School,Mother,Yes,1,Poor,Watching TV,High,2,Yes
95,76,24,22,21,B,23,Male,Single,0,Bachelor's Degree,High School,Uncle,Yes,0,Poor,Reading,Low,0,No
91,75,16,19,37,A,20,Male,Engaged,0,College,Bachelor's Degree,Uncle,Yes,8,Good,Sports,Low,5,No
96,97,12,8,49,B,19,Male,Married,5,High School,Bachelor's Degree,Mother,Yes,8,Average,Watching TV,Moderate,0,No
80,89,17,23,30,A,24,Female,Engaged,0,College,Doctorate,Uncle,No,3,Poor,Reading,High,3,No
87,82,8,12,44,B,20,Male,Married,3,Master's Degree,Doctorate,Sister,No,6,Good,Sports,High,4,Yes
89,95,19,11,30,B,20,Male,Married,3,Doctorate,Master's Degree,Brother,Yes,1,Good,Socializing,Low,5,Yes
93,94,20,25,14,C,22,Female,Engaged,0,Bachelor's Degree,Doctorate,Uncle,No,3,Average,Watching TV,High,6,No
84,80,20,25,23,B,18,Male,Engaged,0,Bachelor's Degree,Doctorate,Brother,Yes,1,Poor,Reading,Moderate,3,Yes
69,67,17,16,8,D,21,Male,Single,0,Bachelor's Degree,College,Sister,Yes,2,Average,Watching TV,Low,0,No
98,98,23,21,26,A,24,Male,Single,0,Bachelor's Degree,Doctorate,Brother,No,1,Poor,Reading,Moderate,1,Yes
92,86,24,14,22,B,24,Female,Engaged,0,Master's Degree,Doctorate,Uncle,No,8,Poor,Socializing,Low,6,Yes
80,80,8,17,50,A,18,Male,Single,0,Master's Degree,Doctorate,Sister,No,3,Average,Reading,Low,4,Yes
90,90,20,8,24,C,19,Female,Engaged,0,High School,Master's Degree,Aunty,No,8,Poor,Watching TV,Low,1,No
84,77,15,19,47,A,22,Female,Single,0,High School,Bachelor's Degree,Mother,Yes,3,Average,Sports,High,1,Yes
97,76,20,9,36,B,20,Female,Married,0,Doctorate,College,Uncle,Yes,2,Poor,Socializing,Moderate,2,Yes
76,85,14,21,39,A,20,Male,Married,3,Bachelor's Degree,Master's Degree,Mother,Yes,9,Good,Reading,Moderate,0,Yes
69,68,8,11,23,D,25,Male,Married,4,College,Master's Degree,Mother,Yes,8,Poor,Socializing,High,0,Yes
78,98,15,17,37,B,25,Female,Married,4,Master's Degree,Master's Degree,Mother,Yes,8,Poor,Reading,Moderate,0,Yes
98,97,12,23,44,A,22,Female,Engaged,0,High School,College,Uncle,No,2,Average,Reading,High,7,Yes
88,78,10,8,48,B,23,Male,Married,2,College,Bachelor's Degree,Mother,No,8,Poor,Socializing,Low,3,No
80,99,11,23,22,C,20,Female,Engaged,0,Master's Degree,College,Uncle,Yes,9,Average,Socializing,Moderate,4,No
98,92,13,24,38,A,20,Female,Married,4,High School,Master's Degree,Uncle,Yes,0,Poor,Watching TV,Low,5,No
96,79,22,11,42,A,19,Male,Married,0,Doctorate,College,Sister,No,5,Average,Reading,Moderate,4,Yes
85,99,21,11,35,B,20,Female,Single,0,Bachelor's Degree,College,Sister,No,6,Average,Socializing,Low,2,Yes
84,91,20,17,35,A,21,Male,Engaged,0,Bachelor's Degree,Doctorate,Father,No,5,Poor,Socializing,Low,2,No
98,96,24,13,34,A,25,Male,Married,5,College,College,Sister,Yes,1,Average,Socializing,Low,7,No
87,98,14,18,47,A,24,Female,Married,1,Master's Degree,College,Aunty,Yes,8,Good,Reading,Low,0,Yes
79,84,12,20,34,B,20,Male,Single,0,Master's Degree,College,Uncle,No,6,Poor,Sports,High,0,No
87,81,10,25,50,A,25,Male,Single,0,College,Bachelor's Degree,Aunty,No,6,Poor,Sports,High,5,No
94,99,19,13,21,C,19,Female,Married,5,High School,College,Aunty,Yes,3,Good,Socializing,Low,5,No
86,77,24,14,38,A,24,Female,Single,0,College,Bachelor's Degree,Mother,No,7,Poor,Socializing,High,5,No
76,75,25,13,48,A,23,Female,Engaged,0,Bachelor's Degree,Doctorate,Uncle,Yes,2,Average,Watching TV,Low,6,No
75,67,8,9,28,D,21,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Brother,Yes,7,Average,Watching TV,Moderate,0,No
76,98,23,22,38,A,19,Male,Engaged,0,Doctorate,Doctorate,Sister,No,7,Average,Watching TV,High,3,No
93,84,21,20,39,A,18,Male,Single,0,College,Master's Degree,Mother,Yes,2,Good,Sports,High,0,Yes
98,95,19,15,25,C,20,Female,Single,0,Doctorate,Doctorate,Sister,No,6,Good,Socializing,Moderate,3,Yes
61,73,16,8,20,D,20,Female,Engaged,0,College,Master's Degree,Father,Yes,2,Average,Socializing,Low,4,Yes
87,85,16,15,50,A,18,Female,Single,0,Bachelor's Degree,College,Mother,No,7,Poor,Sports,Moderate,6,No
95,87,20,24,46,A,23,Male,Single,0,Doctorate,Doctorate,Uncle,No,9,Average,Reading,Moderate,3,No
77,84,18,13,36,B,21,Female,Engaged,0,Master's Degree,Master's Degree,Uncle,Yes,2,Average,Watching TV,Moderate,1,Yes
89,85,25,17,46,A,18,Female,Engaged,0,Doctorate,Master's Degree,Aunty,Yes,2,Poor,Socializing,High,7,No
81,81,19,13,25,C,19,Female,Single,0,High School,Doctorate,Father,No,7,Average,Reading,Moderate,1,Yes
99,88,19,10,48,A,20,Male,Married,0,Doctorate,College,Brother,No,5,Average,Watching TV,Moderate,5,No
78,99,20,18,20,C,18,Male,Married,0,Bachelor's Degree,High School,Uncle,Yes,3,Average,Sports,Low,3,Yes
67,74,10,12,10,E,24,Male,Single,0,Master's Degree,College,Father,No,7,Average,Reading,Low,5,No
90,99,12,19,48,A,25,Male,Engaged,0,Bachelor's Degree,High School,Sister,No,1,Average,Reading,High,2,No
87,81,11,11,48,A,19,Male,Single,0,College,College,Aunty,No,4,Good,Reading,Low,2,Yes
91,76,23,10,35,B,24,Male,Engaged,0,High School,Master's Degree,Father,Yes,9,Average,Reading,High,6,No
90,96,10,10,36,C,25,Female,Engaged,0,High School,Bachelor's Degree,Sister,No,7,Average,Socializing,Moderate,4,No
78,81,14,19,21,C,24,Female,Engaged,0,Bachelor's Degree,Master's Degree,Uncle,Yes,8,Good,Sports,High,3,No
92,93,16,13,44,A,19,Male,Married,3,College,College,Mother,No,1,Average,Sports,Low,1,No
94,86,21,19,25,B,25,Female,Engaged,0,High School,College,Father,Yes,8,Poor,Socializing,Moderate,1,No
89,78,18,24,14,C,25,Male,Married,1,Master's Degree,College,Uncle,Yes,1,Average,Sports,Low,5,No
81,93,8,24,23,C,19,Male,Engaged,0,College,High School,Father,Yes,5,Average,Sports,Low,0,No
80,93,17,19,39,A,23,Female,Married,3,Master's Degree,Master's Degree,Mother,Yes,9,Poor,Reading,Moderate,1,Yes
84,98,18,17,43,A,21,Female,Married,4,High School,Master's Degree,Brother,Yes,7,Average,Reading,Low,7,Yes
73,63,14,19,14,D,23,Male,Engaged,0,High School,Doctorate,Aunty,Yes,6,Poor,Socializing,Low,2,No
94,81,10,18,22,C,24,Female,Single,0,Doctorate,College,Sister,No,4,Average,Watching TV,High,6,No
86,99,10,10,41,B,20,Male,Married,0,Master's Degree,Bachelor's Degree,Aunty,Yes,3,Poor,Reading,Low,6,Yes
98,99,16,10,41,B,24,Female,Single,0,High School,College,Sister,Yes,2,Good,Reading,Low,0,Yes
75,88,8,14,38,B,19,Male,Engaged,0,Master's Degree,College,Father,Yes,6,Poor,Watching TV,Low,3,No
94,75,17,20,31,B,18,Male,Married,0,Bachelor's Degree,Doctorate,Aunty,Yes,7,Average,Watching TV,High,6,Yes
73,62,15,8,9,E,20,Female,Married,4,Bachelor's Degree,High School,Sister,No,1,Poor,Watching TV,Low,2,No
95,82,24,20,44,A,19,Female,Single,0,Master's Degree,High School,Uncle,Yes,7,Good,Reading,High,6,Yes
64,62,16,14,8,E,21,Female,Engaged,0,Doctorate,Doctorate,Brother,No,0,Good,Reading,Moderate,3,Yes
83,77,16,21,18,C,24,Female,Single,0,High School,Bachelor's Degree,Mother,Yes,0,Average,Watching TV,High,1,Yes
81,86,22,20,36,A,24,Male,Single,0,Master's Degree,College,Brother,No,5,Poor,Reading,Moderate,7,Yes
80,75,25,13,24,B,21,Female,Married,0,Master's Degree,Master's Degree,Sister,Yes,6,Good,Socializing,Moderate,3,No
95,86,12,18,50,A,22,Male,Single,0,Bachelor's Degree,High School,Father,No,6,Good,Socializing,Low,5,Yes
78,83,18,24,22,B,22,Male,Engaged,0,Doctorate,High School,Uncle,No,0,Good,Sports,High,2,Yes
82,95,22,9,33,B,21,Female,Single,0,Master's Degree,High School,Father,No,7,Average,Sports,Moderate,0,No
75,64,15,10,10,E,20,Female,Married,5,High School,Bachelor's Degree,Father,No,2,Poor,Socializing,Low,5,Yes
83,89,15,21,44,A,21,Male,Engaged,0,Master's Degree,College,Sister,No,0,Poor,Watching TV,Low,0,Yes
75,82,17,8,49,A,23,Female,Married,5,High School,College,Aunty,No,9,Good,Watching TV,Moderate,7,Yes
88,97,16,8,28,C,22,Male,Single,0,High School,College,Father,Yes,1,Poor,Watching TV,Low,3,No
79,90,15,21,45,A,18,Female,Single,0,Master's Degree,Bachelor's Degree,Brother,No,2,Poor,Sports,Moderate,4,Yes
74,73,14,12,10,E,24,Male,Married,0,College,High School,Uncle,Yes,7,Poor,Socializing,Moderate,6,Yes
73,71,10,17,10,E,20,Female,Single,0,Bachelor's Degree,College,Uncle,No,4,Poor,Watching TV,Moderate,0,No
65,66,11,11,19,D,25,Female,Single,0,Doctorate,Bachelor's Degree,Aunty,Yes,7,Average,Watching TV,Low,3,Yes
74,69,13,23,12,D,25,Male,Married,0,Bachelor's Degree,College,Sister,Yes,2,Good,Socializing,Low,0,Yes
74,70,9,14,12,E,24,Female,Single,0,College,Master's Degree,Aunty,Yes,6,Poor,Watching TV,Low,0,Yes
89,90,25,19,43,A,19,Male,Engaged,0,Doctorate,Master's Degree,Sister,No,1,Average,Socializing,Low,4,Yes
75,93,10,25,42,A,24,Female,Single,0,College,Bachelor's Degree,Brother,No,3,Poor,Watching TV,High,3,No
71,73,14,10,11,E,19,Male,Married,4,Bachelor's Degree,High School,Mother,Yes,7,Average,Reading,High,5,Yes
87,88,22,22,35,A,25,Male,Single,0,High School,Bachelor's Degree,Father,Yes,5,Poor,Socializing,High,0,Yes
62,65,20,18,8,D,24,Male,Married,5,Master's Degree,Doctorate,Sister,Yes,8,Good,Sports,High,5,Yes
73,66,10,15,16,D,18,Female,Engaged,0,Master's Degree,Bachelor's Degree,Aunty,No,0,Average,Reading,Low,4,Yes
87,96,23,9,41,A,21,Female,Single,0,Doctorate,Master's Degree,Uncle,No,2,Average,Sports,Moderate,4,No
81,99,17,21,13,C,22,Male,Married,5,Master's Degree,High School,Father,Yes,7,Average,Socializing,Moderate,0,Yes
92,77,23,11,36,A,18,Female,Married,2,High School,Bachelor's Degree,Mother,Yes,3,Good,Sports,Moderate,0,No
76,75,24,16,15,C,23,Female,Engaged,0,Bachelor's Degree,Master's Degree,Brother,No,4,Poor,Reading,Moderate,5,No
92,99,22,18,12,C,20,Female,Engaged,0,Master's Degree,Bachelor's Degree,Father,No,6,Good,Socializing,Low,1,Yes
89,82,24,17,17,C,18,Male,Engaged,0,Master's Degree,High School,Sister,No,4,Good,Socializing,Low,7,No
93,76,14,22,22,C,25,Female,Single,0,College,High School,Sister,No,3,Poor,Watching TV,High,0,Yes
93,81,17,10,46,A,20,Female,Engaged,0,Doctorate,Master's Degree,Aunty,Yes,5,Poor,Reading,Moderate,7,No
93,86,22,19,37,A,22,Male,Engaged,0,College,Master's Degree,Brother,No,1,Good,Sports,High,7,No
82,94,22,10,40,A,23,Female,Married,5,Master's Degree,High School,Uncle,No,1,Good,Reading,Low,1,No
93,93,12,23,30,B,22,Female,Married,1,College,College,Aunty,No,3,Average,Watching TV,Low,2,Yes
79,86,17,24,41,A,19,Female,Single,0,Master's Degree,Master's Degree,Uncle,Yes,0,Good,Sports,High,7,No
94,88,17,14,31,B,24,Female,Engaged,0,High School,High School,Brother,No,2,Good,Watching TV,Low,4,Yes
75,98,20,13,22,C,24,Male,Married,3,Doctorate,College,Mother,Yes,2,Good,Socializing,Low,6,No
70,68,19,21,8,D,18,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Father,Yes,9,Good,Watching TV,Moderate,0,Yes
63,64,10,17,18,D,23,Female,Single,0,Master's Degree,Master's Degree,Aunty,No,1,Good,Reading,Moderate,4,Yes
92,84,17,9,27,C,21,Female,Engaged,0,Doctorate,College,Brother,Yes,7,Good,Reading,Low,6,No
66,65,15,24,10,D,18,Male,Single,0,College,Doctorate,Father,No,4,Good,Reading,Low,0,Yes
84,91,20,16,28,B,24,Male,Single,0,Doctorate,High School,Sister,No,8,Poor,Watching TV,Low,1,No
91,82,17,9,31,C,23,Female,Married,1,High School,Master's Degree,Uncle,Yes,9,Good,Sports,Low,0,Yes
76,89,21,23,35,A,25,Male,Engaged,0,Master's Degree,Doctorate,Mother,No,8,Poor,Watching TV,High,7,No
75,95,17,11,27,C,18,Female,Married,1,College,Master's Degree,Uncle,Yes,6,Good,Sports,High,5,Yes
96,82,12,20,27,C,20,Male,Single,0,Bachelor's Degree,Doctorate,Mother,Yes,5,Average,Sports,Low,4,Yes
79,78,17,24,31,A,25,Female,Single,0,Bachelor's Degree,Master's Degree,Aunty,No,2,Average,Sports,Moderate,5,Yes
98,87,17,25,9,C,21,Female,Married,2,High School,Doctorate,Sister,Yes,8,Average,Socializing,Moderate,0,Yes
79,94,14,22,31,B,18,Female,Single,0,College,High School,Father,Yes,9,Average,Sports,Moderate,7,Yes
77,92,23,10,34,B,19,Male,Engaged,0,Master's Degree,High School,Sister,No,4,Poor,Socializing,Moderate,7,No
91,85,24,18,25,B,22,Female,Engaged,0,Doctorate,Master's Degree,Father,No,7,Poor,Sports,High,0,No
82,99,21,22,26,B,23,Male,Single,0,High School,Bachelor's Degree,Father,Yes,2,Good,Sports,Moderate,4,No
90,79,14,19,48,A,24,Female,Engaged,0,College,Doctorate,Sister,Yes,2,Average,Reading,Moderate,0,Yes
68,64,13,9,17,E,20,Female,Engaged,0,College,Bachelor's Degree,Mother,Yes,3,Good,Reading,Low,0,Yes
66,74,18,11,15,D,24,Female,Single,0,Doctorate,Bachelor's Degree,Aunty,Yes,1,Good,Reading,High,2,Yes
99,77,19,22,41,A,25,Male,Single,0,Master's Degree,College,Father,Yes,7,Average,Socializing,Low,2,Yes
95,94,18,21,28,B,25,Male,Single,0,Doctorate,Doctorate,Aunty,No,9,Average,Sports,Low,4,No
82,82,20,25,37,A,22,Female,Engaged,0,High School,College,Mother,Yes,8,Good,Sports,High,2,Yes
67,61,8,11,30,D,19,Male,Married,2,College,Bachelor's Degree,Father,Yes,7,Poor,Watching TV,High,7,No
99,81,25,8,29,B,20,Female,Single,0,Master's Degree,Doctorate,Father,Yes,8,Average,Socializing,Moderate,7,Yes
92,95,25,23,30,A,23,Male,Married,4,College,High School,Mother,No,5,Poor,Sports,High,5,Yes
76,95,9,16,26,C,23,Male,Single,0,College,High School,Uncle,Yes,3,Good,Socializing,Low,1,No
83,89,10,10,35,C,21,Female,Married,0,Doctorate,Master's Degree,Aunty,Yes,6,Good,Reading,High,6,No
97,84,20,12,24,C,18,Male,Single,0,High School,Doctorate,Aunty,No,4,Average,Reading,High,3,Yes
71,63,11,10,21,D,19,Female,Single,0,College,College,Brother,No,4,Average,Reading,Moderate,0,No
73,71,14,12,13,E,24,Male,Single,0,College,Master's Degree,Father,Yes,0,Good,Sports,Low,1,No
64,62,12,20,8,D,20,Female,Married,2,High School,Bachelor's Degree,Sister,Yes,2,Good,Reading,Moderate,2,No
86,94,14,12,39,B,25,Female,Engaged,0,Doctorate,Master's Degree,Brother,No,3,Good,Sports,High,5,No
76,89,11,23,34,B,23,Female,Married,1,Master's Degree,Bachelor's Degree,Uncle,Yes,1,Poor,Sports,Low,6,Yes
89,79,19,12,23,C,19,Male,Married,2,Doctorate,College,Mother,Yes,5,Good,Watching TV,Moderate,0,No
62,64,19,11,11,D,18,Male,Married,5,Bachelor's Degree,Doctorate,Father,Yes,0,Good,Sports,High,7,No
90,83,13,18,50,A,21,Female,Single,0,Doctorate,College,Sister,No,7,Average,Sports,High,6,Yes
92,85,16,20,25,B,20,Male,Married,4,College,Doctorate,Brother,No,9,Poor,Sports,Moderate,1,Yes
93,78,20,20,38,A,18,Female,Single,0,Bachelor's Degree,Doctorate,Aunty,Yes,9,Average,Watching TV,Moderate,4,Yes
74,69,19,14,12,D,21,Female,Married,0,College,Bachelor's Degree,Sister,Yes,5,Average,Watching TV,High,0,Yes
76,81,16,18,18,C,20,Female,Single,0,High School,Master's Degree,Aunty,No,2,Good,Socializing,Moderate,2,Yes
61,62,16,13,16,D,18,Male,Married,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,4,Poor,Watching TV,Low,7,Yes
84,91,9,20,32,B,18,Male,Married,0,High School,High School,Aunty,Yes,5,Average,Socializing,Moderate,5,No
95,98,25,25,37,A,21,Female,Married,2,College,Doctorate,Brother,No,9,Average,Watching TV,Low,4,Yes
90,93,8,14,49,A,21,Female,Engaged,0,Doctorate,College,Mother,No,0,Good,Reading,High,5,No
71,65,21,16,12,D,20,Male,Single,0,Bachelor's Degree,Master's Degree,Brother,Yes,5,Poor,Watching TV,High,4,Yes
71,72,16,19,13,D,20,Female,Married,5,Master's Degree,Doctorate,Brother,No,1,Average,Reading,Moderate,4,Yes
78,76,22,25,21,B,24,Male,Single,0,High School,College,Aunty,Yes,9,Poor,Reading,High,1,Yes
68,60,20,12,8,D,22,Male,Engaged,0,Master's Degree,Doctorate,Mother,No,2,Poor,Reading,Low,7,No
94,92,20,13,37,A,20,Female,Married,2,Doctorate,High School,Brother,No,1,Average,Reading,Low,5,Yes
89,96,9,23,37,B,24,Male,Married,5,High School,Doctorate,Aunty,Yes,3,Average,Watching TV,Low,0,No
95,80,11,19,49,A,21,Male,Engaged,0,College,Bachelor's Degree,Uncle,No,8,Poor,Sports,Low,4,No
80,83,16,13,28,C,24,Male,Single,0,Master's Degree,Master's Degree,Brother,No,4,Good,Sports,Low,3,No
98,95,18,16,18,C,18,Female,Married,5,Bachelor's Degree,College,Mother,No,5,Good,Reading,Low,5,No
98,99,9,12,36,C,23,Female,Engaged,0,High School,Master's Degree,Father,Yes,1,Average,Reading,High,4,No
90,97,12,8,45,B,21,Male,Married,0,Doctorate,Doctorate,Uncle,No,0,Average,Watching TV,Low,3,Yes
69,65,12,22,12,D,21,Female,Engaged,0,Doctorate,Bachelor's Degree,Aunty,Yes,6,Good,Socializing,Low,7,Yes
64,74,18,17,11,D,24,Female,Engaged,0,High School,Doctorate,Mother,Yes,5,Average,Watching TV,Moderate,6,Yes
92,96,17,15,38,A,22,Female,Married,4,Master's Degree,Doctorate,Uncle,Yes,8,Good,Socializing,Low,4,No
89,80,13,25,19,C,22,Female,Married,1,College,Bachelor's Degree,Sister,No,3,Poor,Watching TV,High,3,No
85,91,24,12,34,A,23,Male,Married,2,High School,College,Aunty,No,8,Poor,Socializing,Low,4,No
75,98,20,22,9,C,24,Male,Single,0,High School,Doctorate,Aunty,Yes,1,Good,Watching TV,Low,7,No
78,92,10,23,40,A,23,Male,Engaged,0,College,Bachelor's Degree,Father,No,7,Average,Socializing,High,2,No
62,67,16,12,11,E,25,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Sister,No,5,Poor,Reading,Moderate,2,Yes
82,81,14,24,13,C,21,Male,Single,0,Bachelor's Degree,Master's Degree,Uncle,No,6,Average,Socializing,Moderate,7,No
85,81,14,23,44,A,25,Male,Engaged,0,College,Bachelor's Degree,Father,No,6,Poor,Sports,High,0,No
99,82,24,21,29,A,20,Male,Married,4,Bachelor's Degree,High School,Aunty,Yes,9,Average,Socializing,High,4,No
72,60,8,8,26,D,25,Female,Engaged,0,Doctorate,College,Mother,No,8,Average,Socializing,Low,7,No
80,92,25,21,50,A,25,Male,Single,0,Master's Degree,College,Uncle,Yes,3,Average,Socializing,High,6,Yes
82,87,25,10,37,A,18,Female,Engaged,0,Bachelor's Degree,High School,Sister,No,1,Poor,Sports,High,6,Yes
86,86,14,19,46,A,25,Female,Single,0,High School,Master's Degree,Aunty,No,7,Good,Socializing,Moderate,3,Yes
89,83,12,23,31,B,25,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,Yes,3,Good,Reading,High,4,Yes
80,82,23,9,21,C,18,Male,Engaged,0,Master's Degree,Master's Degree,Mother,No,8,Good,Sports,High,1,No
75,67,16,11,17,D,20,Female,Engaged,0,College,High School,Brother,No,8,Average,Watching TV,Low,7,No
